c_Cod;d_Inizio;d_Fine;v_Descrizione;b_Bacino;c_CodiceRegione;c_CodAslTerritoriale;c_Provincia;c_ComuneFiscale;c_Regione
016566;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SCANO;NULL;030;NULL;BG;I502 ;150
016567;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;BRENO;NULL;030;NULL;BG;B148 ;150
016568;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SPINO;NULL;030;NULL;BG;I913 ;150
016569;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SANT'OMOBONO IMAGNA;NULL;030;NULL;BG;I349 ;150
016801;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ALBEGNO;NULL;030;NULL;BG;A144 ;150
016802;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ALZANO DI SOPRA;NULL;030;NULL;BG;A248 ;150
016803;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ALZANO MAGGIORE;NULL;030;NULL;BG;A247 ;150
016804;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;BARESI;NULL;030;NULL;BG;A654 ;150
016805;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;BARSIZZA;NULL;030;NULL;BG;A679 ;150
016806;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;BONDIONE;NULL;030;NULL;BG;A966 ;150
016807;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;BONDO PETELLO;NULL;030;NULL;BG;A969 ;150
016808;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;BORDOGNA;NULL;030;NULL;BG;A985 ;150
016809;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;BORGOUNITO;NULL;030;NULL;BG;B045 ;150
016810;1880-01-01 00:00:00.000;1928-12-31 00:00:00.000;BREMBATE DI SOTTO;NULL;030;NULL;BG;B139 ;150
016811;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;BRUNTINO;NULL;030;NULL;BG;B222 ;150
016812;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CALEPIO;NULL;030;NULL;BG;B407 ;150
016813;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CAPRIATE D'ADDA;NULL;030;NULL;BG;B702 ;150
016814;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CAROBBIO;NULL;030;NULL;BG;B800 ;150
016815;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CENATE;NULL;030;NULL;BG;C454 ;150
016816;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CENATE D'ARGON;NULL;030;NULL;BG;C455 ;150
016817;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CENTRISOLA;NULL;030;NULL;BG;C473 ;150
016818;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CEPINO;NULL;030;NULL;BG;C475 ;150
016819;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;COLOGNOLA DEL PIANO;NULL;030;NULL;BG;C896 ;150
016820;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CORTE;NULL;030;NULL;BG;D053 ;150
016821;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CURDOMO;NULL;030;NULL;BG;D215 ;150
016822;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CURNASCO;NULL;030;NULL;BG;D220 ;150
016823;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;DESENZANO AL SERIO;NULL;030;NULL;BG;D283 ;150
016824;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;DEZZO DI SCALVE;NULL;030;NULL;BG;D288 ;150
016825;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ENDENNA;NULL;030;NULL;BG;D404 ;150
016826;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ENDINE;NULL;030;NULL;BG;D405 ;150
016827;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ESMATE;NULL;030;NULL;BG;D439 ;150
016828;1880-01-01 00:00:00.000;1928-01-26 00:00:00.000;FILAGO;NULL;030;NULL;BG;D588 ;150
016829;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;FIUMENERO;NULL;030;NULL;BG;D625 ;150
016830;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;FONDRA;NULL;030;NULL;BG;D664 ;150
016831;1880-01-01 00:00:00.000;1926-12-31 00:00:00.000;FREROLA;NULL;030;NULL;BG;D795 ;150
016832;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;FUIPIANO AL BREMBO;NULL;030;NULL;BG;D816 ;150
016833;1880-01-01 00:00:00.000;1928-12-31 00:00:00.000;GRIGNANO;NULL;030;NULL;BG;E175 ;150
016834;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;GRUMELLO DE' ZANCHI;NULL;030;NULL;BG;E218 ;150
016835;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;GRUMELLO DEL PIANO;NULL;030;NULL;BG;E220 ;150
016836;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;LIZZOLA;NULL;030;NULL;BG;E631 ;150
016837;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;LOCATE BERGAMASCO;NULL;030;NULL;BG;E637 ;150
016838;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;LORENTINO;NULL;030;NULL;BG;E686 ;150
016839;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;MARIANO AL BREMBO;NULL;030;NULL;BG;E950 ;150
016840;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;MASSARI MELZI;NULL;030;NULL;BG;F034 ;150
016841;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;MAZZOLENI E FALGHERA;NULL;030;NULL;BG;F071 ;150
016842;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;MOLINI DI COLOGNOLA;NULL;030;NULL;BG;F289 ;150
016843;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;NESE;NULL;030;NULL;BG;F875 ;150
016844;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;OLTREPOVO;NULL;030;NULL;BG;G051 ;150
016845;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;OLTRESSENDA BASSA;NULL;030;NULL;BG;G055 ;150
016846;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;OREZZO;NULL;030;NULL;BG;G094 ;150
016847;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;OSSANESGA;NULL;030;NULL;BG;G174 ;150
016848;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;PIAN GAIANO;NULL;030;NULL;BG;G562 ;150
016849;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;PIAZZO ALTO;NULL;030;NULL;BG;G585 ;150
016850;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;PIAZZO BASSO;NULL;030;NULL;BG;G586 ;150
016851;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;POSCANTE;NULL;030;NULL;BG;G930 ;150
016852;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;REDONA;NULL;030;NULL;BG;H217 ;150
016853;1880-01-01 00:00:00.000;1927-12-31 00:00:00.000;RIGOSA;NULL;030;NULL;BG;H290 ;150
016854;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ROCCA DEL COLLE;NULL;030;NULL;BG;H397 ;150
016855;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ROSCIATE;NULL;030;NULL;BG;H563 ;150
016856;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ROSSINO;NULL;030;NULL;BG;H582 ;150
016857;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ROTA DENTRO;NULL;030;NULL;BG;H586 ;150
016858;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ROTA FUORI;NULL;030;NULL;BG;H587 ;150
016859;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ROVETTA CON FINO;NULL;030;NULL;BG;H616 ;150
016860;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SABBIO BERGAMASCO;NULL;030;NULL;BG;H649 ;150
016861;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SAN GALLO;NULL;030;NULL;BG;H854 ;150
016862;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SAN GERVASIO D'ADDA;NULL;030;NULL;BG;H864 ;150
016863;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SAN MARTINO DE' CALVI;NULL;030;NULL;BG;I006 ;150
016864;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SAN PIETRO D'ORZIO;NULL;030;NULL;BG;I106 ;150
016865;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SANT'ANTONIO D'ADDA;NULL;030;NULL;BG;I297 ;150
016866;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SANTO STEFANO DEL MONTE DEGLI ANGELI;NULL;030;NULL;BG;I358 ;150
016867;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SCANO AL BREMBO;NULL;030;NULL;BG;I502 ;150
016868;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SCANZO;NULL;030;NULL;BG;I505 ;150
016869;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SELINO;NULL;030;NULL;BG;I583 ;150
016870;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SELLERE;NULL;030;NULL;BG;I587 ;150
016871;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SFORZATICA;NULL;030;NULL;BG;I713 ;150
016872;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SOLTO;NULL;030;NULL;BG;I811 ;150
016873;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SOMBRENO;NULL;030;NULL;BG;B148 ;150
016874;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SOMENDENNA;NULL;030;NULL;BG;I818 ;150
016875;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SPINO AL BREMBO;NULL;030;NULL;BG;I913 ;150
016876;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SPINONE;NULL;030;NULL;BG;I915 ;150
016877;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;STABELLO;NULL;030;NULL;BG;I931 ;150
016878;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;TAGLIUNO;NULL;030;NULL;BG;L029 ;150
016879;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;TRABUCHELLO;NULL;030;NULL;BG;L318 ;150
016880;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;VALL'ALTA;NULL;030;NULL;BG;L585 ;150
016881;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;VALTESSE;NULL;030;NULL;BG;L652 ;150
016882;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;VILLONGO SAN FILASTRO;NULL;030;NULL;BG;M046 ;150
016883;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;VILLONGO SANT'ALESSANDRO;NULL;030;NULL;BG;M047 ;150
016884;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;VILMINORE;NULL;030;NULL;BG;M049 ;150
016885;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ZORZINO;NULL;030;NULL;BG;M193 ;150
016886;1880-01-01 00:00:00.000;1927-04-02 00:00:00.000;CALOLZIO;NULL;030;NULL;BG;B422 ;150
017001;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ACQUAFREDDA;NULL;030;302;BS;A034 ;150
017001;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ACQUAFREDDA;NULL;030;326;BS;A034 ;150
017002;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ADRO;NULL;030;302;BS;A060 ;150
017002;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ADRO;NULL;030;326;BS;A060 ;150
017003;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;AGNOSINE;NULL;030;302;BS;A082 ;150
017003;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;AGNOSINE;NULL;030;326;BS;A082 ;150
017004;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ALFIANELLO;NULL;030;302;BS;A188 ;150
017004;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ALFIANELLO;NULL;030;326;BS;A188 ;150
017005;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ANFO;NULL;030;302;BS;A288 ;150
017005;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ANFO;NULL;030;326;BS;A288 ;150
017006;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ANGOLO TERME;NULL;030;315;BS;A293 ;150
017006;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ANGOLO TERME;NULL;030;323;BS;A293 ;150
017007;1957-02-19 00:00:00.000;2015-12-31 00:00:00.000;ARTOGNE;NULL;030;315;BS;A451 ;150
017007;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ARTOGNE;NULL;030;323;BS;A451 ;150
017008;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;AZZANO MELLA;NULL;030;302;BS;A529 ;150
017008;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;AZZANO MELLA;NULL;030;326;BS;A529 ;150
017009;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BAGNOLO MELLA;NULL;030;302;BS;A569 ;150
017009;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BAGNOLO MELLA;NULL;030;326;BS;A569 ;150
017010;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BAGOLINO;NULL;030;302;BS;A578 ;150
017010;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BAGOLINO;NULL;030;326;BS;A578 ;150
017011;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BARBARIGA;NULL;030;302;BS;A630 ;150
017011;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BARBARIGA;NULL;030;326;BS;A630 ;150
017012;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BARGHE;NULL;030;302;BS;A661 ;150
017012;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BARGHE;NULL;030;326;BS;A661 ;150
017013;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BASSANO BRESCIANO;NULL;030;302;BS;A702 ;150
017013;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BASSANO BRESCIANO;NULL;030;326;BS;A702 ;150
017014;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BEDIZZOLE;NULL;030;302;BS;A729 ;150
017014;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BEDIZZOLE;NULL;030;326;BS;A729 ;150
017015;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BERLINGO;NULL;030;302;BS;A799 ;150
017015;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BERLINGO;NULL;030;326;BS;A799 ;150
017016;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BERZO DEMO;NULL;030;315;BS;A816 ;150
017016;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BERZO DEMO;NULL;030;323;BS;A816 ;150
017017;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BERZO INFERIORE;NULL;030;315;BS;A817 ;150
017017;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BERZO INFERIORE;NULL;030;323;BS;A817 ;150
017018;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BIENNO;NULL;030;315;BS;A861 ;150
017018;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BIENNO;NULL;030;323;BS;A861 ;150
017019;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BIONE;NULL;030;302;BS;A878 ;150
017019;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BIONE;NULL;030;326;BS;A878 ;150
017020;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BORGO SAN GIACOMO;NULL;030;302;BS;B035 ;150
017020;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BORGO SAN GIACOMO;NULL;030;326;BS;B035 ;150
017021;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BORGOSATOLLO;NULL;030;302;BS;B040 ;150
017021;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BORGOSATOLLO;NULL;030;326;BS;B040 ;150
017022;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BORNO;NULL;030;315;BS;B054 ;150
017022;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BORNO;NULL;030;323;BS;B054 ;150
017023;2007-01-01 00:00:00.000;2015-12-31 00:00:00.000;BOTTICINO;NULL;030;302;BS;B091 ;150
017023;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BOTTICINO;NULL;030;326;BS;B091 ;150
017024;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BOVEGNO;NULL;030;302;BS;B100 ;150
017024;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BOVEGNO;NULL;030;326;BS;B100 ;150
017025;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BOVEZZO;NULL;030;302;BS;B102 ;150
017025;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BOVEZZO;NULL;030;326;BS;B102 ;150
017026;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BRANDICO;NULL;030;302;BS;B120 ;150
017026;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BRANDICO;NULL;030;326;BS;B120 ;150
017027;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BRAONE;NULL;030;315;BS;B124 ;150
017027;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BRAONE;NULL;030;323;BS;B124 ;150
017028;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BRENO;NULL;030;315;BS;B149 ;150
017028;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BRENO;NULL;030;323;BS;B149 ;150
017029;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BRESCIA;NULL;030;302;BS;B157 ;150
017029;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BRESCIA;NULL;030;326;BS;B157 ;150
017030;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BRIONE;NULL;030;302;BS;B184 ;150
017030;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BRIONE;NULL;030;326;BS;B184 ;150
017031;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CAINO;NULL;030;302;BS;B365 ;150
017031;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAINO;NULL;030;326;BS;B365 ;150
017032;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CALCINATO;NULL;030;302;BS;B394 ;150
017032;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CALCINATO;NULL;030;326;BS;B394 ;150
017033;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CALVAGESE DELLA RIVIERA;NULL;030;302;BS;B436 ;150
017033;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CALVAGESE DELLA RIVIERA;NULL;030;326;BS;B436 ;150
017034;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CALVISANO;NULL;030;302;BS;B450 ;150
017034;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CALVISANO;NULL;030;326;BS;B450 ;150
017035;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CAPO DI PONTE;NULL;030;315;BS;B664 ;150
017035;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAPO DI PONTE;NULL;030;323;BS;B664 ;150
017036;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CAPOVALLE;NULL;030;302;BS;B676 ;150
017036;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAPOVALLE;NULL;030;326;BS;B676 ;150
017037;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CAPRIANO DEL COLLE;NULL;030;302;BS;B698 ;150
017037;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAPRIANO DEL COLLE;NULL;030;326;BS;B698 ;150
017038;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CAPRIOLO;NULL;030;302;BS;B711 ;150
017038;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAPRIOLO;NULL;030;326;BS;B711 ;150
017039;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CARPENEDOLO;NULL;030;302;BS;B817 ;150
017039;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CARPENEDOLO;NULL;030;326;BS;B817 ;150
017040;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CASTEGNATO;NULL;030;302;BS;C055 ;150
017040;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTEGNATO;NULL;030;326;BS;C055 ;150
017041;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CASTELCOVATI;NULL;030;302;BS;C072 ;150
017041;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTELCOVATI;NULL;030;326;BS;C072 ;150
017042;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CASTEL MELLA;NULL;030;302;BS;C208 ;150
017042;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTEL MELLA;NULL;030;326;BS;C208 ;150
017043;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CASTENEDOLO;NULL;030;302;BS;C293 ;150
017043;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTENEDOLO;NULL;030;326;BS;C293 ;150
017044;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CASTO;NULL;030;302;BS;C330 ;150
017044;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTO;NULL;030;326;BS;C330 ;150
017045;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CASTREZZATO;NULL;030;302;BS;C332 ;150
017045;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTREZZATO;NULL;030;326;BS;C332 ;150
017046;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CAZZAGO SAN MARTINO;NULL;030;302;BS;C408 ;150
017046;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAZZAGO SAN MARTINO;NULL;030;326;BS;C408 ;150
017047;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CEDEGOLO;NULL;030;315;BS;C417 ;150
017047;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CEDEGOLO;NULL;030;323;BS;C417 ;150
017048;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CELLATICA;NULL;030;302;BS;C439 ;150
017048;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CELLATICA;NULL;030;326;BS;C439 ;150
017049;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CERVENO;NULL;030;315;BS;C549 ;150
017049;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CERVENO;NULL;030;323;BS;C549 ;150
017050;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CETO;NULL;030;315;BS;C585 ;150
017050;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CETO;NULL;030;323;BS;C585 ;150
017051;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CEVO;NULL;030;315;BS;C591 ;150
017051;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CEVO;NULL;030;323;BS;C591 ;150
017052;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CHIARI;NULL;030;302;BS;C618 ;150
017052;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CHIARI;NULL;030;326;BS;C618 ;150
017053;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CIGOLE;NULL;030;302;BS;C685 ;150
017053;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CIGOLE;NULL;030;326;BS;C685 ;150
017054;2007-01-01 00:00:00.000;2015-12-31 00:00:00.000;CIMBERGO;NULL;030;315;BS;C691 ;150
017054;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CIMBERGO;NULL;030;323;BS;C691 ;150
017055;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CIVIDATE CAMUNO;NULL;030;315;BS;C760 ;150
017055;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CIVIDATE CAMUNO;NULL;030;323;BS;C760 ;150
017056;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;COCCAGLIO;NULL;030;302;BS;C806 ;150
017056;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;COCCAGLIO;NULL;030;326;BS;C806 ;150
017057;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;COLLEBEATO;NULL;030;302;BS;C850 ;150
017057;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;COLLEBEATO;NULL;030;326;BS;C850 ;150
017058;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;COLLIO;NULL;030;302;BS;C883 ;150
017058;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;COLLIO;NULL;030;326;BS;C883 ;150
017059;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;COLOGNE;NULL;030;302;BS;C893 ;150
017059;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;COLOGNE;NULL;030;326;BS;C893 ;150
017060;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;COMEZZANO-CIZZAGO;NULL;030;302;BS;C925 ;150
017060;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;COMEZZANO-CIZZAGO;NULL;030;326;BS;C925 ;150
017061;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CONCESIO;NULL;030;302;BS;C948 ;150
017061;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CONCESIO;NULL;030;326;BS;C948 ;150
017062;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CORTE FRANCA;NULL;030;302;BS;D058 ;150
017062;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CORTE FRANCA;NULL;030;326;BS;D058 ;150
017063;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CORTENO GOLGI;NULL;030;315;BS;D064 ;150
017063;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CORTENO GOLGI;NULL;030;323;BS;D064 ;150
017064;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CORZANO;NULL;030;302;BS;D082 ;150
017064;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CORZANO;NULL;030;326;BS;D082 ;150
017065;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;DARFO BOARIO TERME;NULL;030;315;BS;D251 ;150
017065;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;DARFO BOARIO TERME;NULL;030;323;BS;D251 ;150
017066;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;DELLO;NULL;030;302;BS;D270 ;150
017066;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;DELLO;NULL;030;326;BS;D270 ;150
017067;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;DESENZANO DEL GARDA;NULL;030;302;BS;D284 ;150
017067;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;DESENZANO DEL GARDA;NULL;030;326;BS;D284 ;150
017068;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;EDOLO;NULL;030;315;BS;D391 ;150
017068;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;EDOLO;NULL;030;323;BS;D391 ;150
017069;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ERBUSCO;NULL;030;302;BS;D421 ;150
017069;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ERBUSCO;NULL;030;326;BS;D421 ;150
