c_Cod;d_Inizio;d_Fine;v_Descrizione;b_Bacino;c_CodiceRegione;c_CodAslTerritoriale;c_Provincia;c_ComuneFiscale;c_Regione
056008;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;BOLSENA;NULL;120;109;VT;A949 ;150
056009;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;BOMARZO;NULL;120;109;VT;A955 ;150
056010;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CALCATA;NULL;120;109;VT;B388 ;150
056011;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CANEPINA;NULL;120;109;VT;B597 ;150
056012;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CANINO;NULL;120;109;VT;B604 ;150
056013;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAPODIMONTE;NULL;120;109;VT;B663 ;150
056014;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAPRANICA;NULL;120;109;VT;B688 ;150
056015;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAPRAROLA;NULL;120;109;VT;B691 ;150
056016;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CARBOGNANO;NULL;120;109;VT;B735 ;150
056017;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTEL SANT'ELIA;NULL;120;109;VT;C269 ;150
056018;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTIGLIONE IN TEVERINA;NULL;120;109;VT;C315 ;150
056019;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CELLENO;NULL;120;109;VT;C446 ;150
056020;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CELLERE;NULL;120;109;VT;C447 ;150
056021;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CIVITA CASTELLANA;NULL;120;109;VT;C765 ;150
056022;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CIVITELLA D'AGLIANO;NULL;120;109;VT;C780 ;150
056023;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CORCHIANO;NULL;120;109;VT;C988 ;150
056024;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;FABRICA DI ROMA;NULL;120;109;VT;D452 ;150
056025;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;FALERIA;NULL;120;109;VT;D475 ;150
056026;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;FARNESE;NULL;120;109;VT;D503 ;150
056027;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;GALLESE;NULL;120;109;VT;D870 ;150
056028;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;GRADOLI;NULL;120;109;VT;E126 ;150
056029;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;GRAFFIGNANO;NULL;120;109;VT;E128 ;150
056030;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;GROTTE DI CASTRO;NULL;120;109;VT;E210 ;150
056031;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;ISCHIA DI CASTRO;NULL;120;109;VT;E330 ;150
056032;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;LATERA;NULL;120;109;VT;E467 ;150
056033;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;LUBRIANO;NULL;120;109;VT;E713 ;150
056034;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MARTA;NULL;120;109;VT;E978 ;150
056035;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MONTALTO DI CASTRO;NULL;120;109;VT;F419 ;150
056036;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MONTEFIASCONE;NULL;120;109;VT;F499 ;150
056037;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MONTE ROMANO;NULL;120;109;VT;F603 ;150
056038;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MONTEROSI;NULL;120;109;VT;F606 ;150
056039;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;NEPI;NULL;120;109;VT;F868 ;150
056040;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;ONANO;NULL;120;109;VT;G065 ;150
056041;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;ORIOLO ROMANO;NULL;120;109;VT;G111 ;150
056042;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;ORTE;NULL;120;109;VT;G135 ;150
056043;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;PIANSANO;NULL;120;109;VT;G571 ;150
056044;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;PROCENO;NULL;120;109;VT;H071 ;150
056045;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;RONCIGLIONE;NULL;120;109;VT;H534 ;150
056046;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VILLA SAN GIOVANNI IN TUSCIA;NULL;120;109;VT;H913 ;150
056047;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;SAN LORENZO NUOVO;NULL;120;109;VT;H969 ;150
056048;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;SORIANO NEL CIMINO;NULL;120;109;VT;I855 ;150
056049;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;SUTRI;NULL;120;109;VT;L017 ;150
056050;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;TARQUINIA;NULL;120;109;VT;D024 ;150
056051;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;TESSENNANO;NULL;120;109;VT;L150 ;150
056052;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;TUSCANIA;NULL;120;109;VT;L310 ;150
056053;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VALENTANO;NULL;120;109;VT;L569 ;150
056054;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VALLERANO;NULL;120;109;VT;L612 ;150
056055;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VASANELLO;NULL;120;109;VT;A701 ;150
056056;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VEJANO;NULL;120;109;VT;L713 ;150
056057;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VETRALLA;NULL;120;109;VT;L814 ;150
056058;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VIGNANELLO;NULL;120;109;VT;L882 ;150
056059;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VITERBO;NULL;120;109;VT;M082 ;150
056060;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VITORCHIANO;NULL;120;109;VT;M086 ;150
056500;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;ARLENA;NULL;120;NULL;VT;A412 ;150
056501;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;BAGNOREA;NULL;120;NULL;VT;A577 ;150
056502;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;BARBARANO;NULL;120;NULL;VT;A628 ;150
056503;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;BASSANO DI SUTRI;NULL;120;NULL;VT;A704 ;150
056504;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;BIEDA;NULL;120;NULL;VT;A857 ;150
056505;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;FABBRICA;NULL;120;NULL;VT;D452 ;150
056506;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;STABIA;NULL;120;NULL;VT;D475 ;150
056507;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;ISCHIA;NULL;120;NULL;VT;E330 ;150
056508;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;MONTALTO;NULL;120;NULL;VT;F419 ;150
056509;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;ORIOLO;NULL;120;NULL;VT;G111 ;150
056510;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SAN GIOVANNI DI BIEDA;NULL;120;NULL;VT;H913 ;150
056511;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SORIANO.;NULL;120;NULL;VT;I855 ;150
056512;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;CORNETO;NULL;120;NULL;VT;D024 ;150
056513;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;CORNETO TARQUINIA;NULL;120;NULL;VT;D024 ;150
056514;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;TOSCANELLA;NULL;120;NULL;VT;L310 ;150
056515;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;BASSANELLO;NULL;120;NULL;VT;A701 ;150
056516;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;VIANO;NULL;120;NULL;VT;L713 ;150
056517;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SAN MARTINO;NULL;120;NULL;VT;H995 ;150
056518;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SAN MICHELE;NULL;120;NULL;VT;I039 ;150
056801;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;BAGNAJA;NULL;120;NULL;VT;A548 ;150
056802;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CASTEL CELLESI;NULL;120;NULL;VT;C068 ;150
056803;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;GROTTE SANTO STEFANO;NULL;120;NULL;VT;E211 ;150
056804;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ROCCALVECCE;NULL;120;NULL;VT;H419 ;150
056805;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SAN MARTINO AL CIMINO;NULL;120;NULL;VT;H995 ;150
056806;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SAN MICHELE IN TEVERINA;NULL;120;NULL;VT;I039 ;150
057001;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;ACCUMOLI;NULL;120;110;RI;A019 ;150
057002;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;AMATRICE;NULL;120;110;RI;A258 ;150
057003;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;ANTRODOCO;NULL;120;110;RI;A315 ;150
057004;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;ASCREA;NULL;120;110;RI;A464 ;150
057005;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;BELMONTE IN SABINA;NULL;120;110;RI;A765 ;150
057006;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;BORBONA;NULL;120;110;RI;A981 ;150
057007;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;BORGOROSE;NULL;120;110;RI;B008 ;150
057008;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;BORGO VELINO;NULL;120;110;RI;A996 ;150
057009;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CANTALICE;NULL;120;110;RI;B627 ;150
057010;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CANTALUPO IN SABINA;NULL;120;110;RI;B631 ;150
057011;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASAPROTA;NULL;120;110;RI;B934 ;150
057012;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASPERIA;NULL;120;110;RI;A472 ;150
057013;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTEL DI TORA;NULL;120;110;RI;C098 ;150
057014;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTELNUOVO DI FARFA;NULL;120;110;RI;C224 ;150
057015;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CASTEL SANT'ANGELO;NULL;120;110;RI;C268 ;150
057016;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CITTADUCALE;NULL;120;110;RI;C746 ;150
057017;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CITTAREALE;NULL;120;110;RI;C749 ;150
057018;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;COLLALTO SABINO;NULL;120;110;RI;C841 ;150
057019;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;COLLE DI TORA;NULL;120;110;RI;C857 ;150
057020;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;COLLEGIOVE;NULL;120;110;RI;C859 ;150
057021;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;COLLEVECCHIO;NULL;120;110;RI;C876 ;150
057022;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;COLLI SUL VELINO;NULL;120;110;RI;C880 ;150
057023;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CONCERVIANO;NULL;120;110;RI;C946 ;150
057024;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CONFIGNI;NULL;120;110;RI;C959 ;150
057025;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;CONTIGLIANO;NULL;120;110;RI;C969 ;150
057026;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;COTTANELLO;NULL;120;110;RI;D124 ;150
057027;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;FARA IN SABINA;NULL;120;110;RI;D493 ;150
057028;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;FIAMIGNANO;NULL;120;110;RI;D560 ;150
057029;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;FORANO;NULL;120;110;RI;D689 ;150
057030;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;FRASSO SABINO;NULL;120;110;RI;D785 ;150
057031;2007-01-01 00:00:00.000;2050-01-01 00:00:00.000;GRECCIO;NULL;120;110;RI;E160 ;150
057032;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;LABRO;NULL;120;110;RI;E393 ;150
057033;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;LEONESSA;NULL;120;110;RI;E535 ;150
057034;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;LONGONE SABINO;NULL;120;110;RI;E681 ;150
057035;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MAGLIANO SABINA;NULL;120;110;RI;E812 ;150
057036;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MARCETELLI;NULL;120;110;RI;E927 ;150
057037;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MICIGLIANO;NULL;120;110;RI;F193 ;150
057038;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MOMPEO;NULL;120;110;RI;F319 ;150
057039;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MONTASOLA;NULL;120;110;RI;F430 ;150
057040;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MONTEBUONO;NULL;120;110;RI;F446 ;150
057041;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MONTELEONE SABINO;NULL;120;110;RI;F541 ;150
057042;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MONTENERO SABINO;NULL;120;110;RI;F579 ;150
057043;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MONTE SAN GIOVANNI IN SABINA;NULL;120;110;RI;F619 ;150
057044;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MONTOPOLI DI SABINA;NULL;120;110;RI;F687 ;150
057045;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;MORRO REATINO;NULL;120;110;RI;F746 ;150
057046;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;NESPOLO;NULL;120;110;RI;F876 ;150
057047;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;ORVINIO;NULL;120;110;RI;B595 ;150
057048;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;PAGANICO SABINO;NULL;120;110;RI;G232 ;150
057049;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;PESCOROCCHIANO;NULL;120;110;RI;G498 ;150
057050;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;PETRELLA SALTO;NULL;120;110;RI;G513 ;150
057051;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;POGGIO BUSTONE;NULL;120;110;RI;G756 ;150
057052;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;POGGIO CATINO;NULL;120;110;RI;G757 ;150
057053;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;POGGIO MIRTETO;NULL;120;110;RI;G763 ;150
057054;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;POGGIO MOIANO;NULL;120;110;RI;G764 ;150
057055;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;POGGIO NATIVO;NULL;120;110;RI;G765 ;150
057056;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;POGGIO SAN LORENZO;NULL;120;110;RI;G770 ;150
057057;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;POSTA;NULL;120;110;RI;G934 ;150
057058;1990-12-14 00:00:00.000;2050-01-01 00:00:00.000;POZZAGLIA SABINA;NULL;120;110;RI;G951 ;150
057059;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;RIETI;NULL;120;110;RI;H282 ;150
057060;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;RIVODUTRI;NULL;120;110;RI;H354 ;150
057061;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;ROCCANTICA;NULL;120;110;RI;H427 ;150
057062;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;ROCCA SINIBALDA;NULL;120;110;RI;H446 ;150
057063;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;SALISANO;NULL;120;110;RI;H713 ;150
057064;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;SCANDRIGLIA;NULL;120;110;RI;I499 ;150
057065;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;SELCI;NULL;120;110;RI;I581 ;150
057066;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;STIMIGLIANO;NULL;120;110;RI;I959 ;150
057067;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;TARANO;NULL;120;110;RI;L046 ;150
057068;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;TOFFIA;NULL;120;110;RI;L189 ;150
057069;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;TORRICELLA IN SABINA;NULL;120;110;RI;L293 ;150
057070;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;TORRI IN SABINA;NULL;120;110;RI;L286 ;150
057071;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;TURANIA;NULL;120;110;RI;G507 ;150
057072;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VACONE;NULL;120;110;RI;L525 ;150
057073;1880-01-01 00:00:00.000;2050-01-01 00:00:00.000;VARCO SABINO;NULL;120;110;RI;L676 ;150
057500;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;BELMONTE;NULL;120;NULL;RI;A765 ;150
057501;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;BORGOCOLLEFEGATO;NULL;120;NULL;RI;B008 ;150
057502;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;BORGHETTO;NULL;120;NULL;RI;A996 ;150
057503;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;CANTALUPO;NULL;120;NULL;RI;B631 ;150
057504;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;ASPRA SABINA;NULL;120;NULL;RI;A472 ;150
057505;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;CASTELVECCHIO;NULL;120;NULL;RI;C098 ;150
057506;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;CASTELNUOVO;NULL;120;NULL;RI;C224 ;150
057507;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;COLLALTO;NULL;120;NULL;RI;C841 ;150
057508;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;COLLI DI LABRO;NULL;120;NULL;RI;C880 ;150
057509;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;FARA;NULL;120;NULL;RI;D493 ;150
057510;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;FRASSO;NULL;120;NULL;RI;D785 ;150
057511;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;LONGONE DI SAN SALVATORE MAGGIORE;NULL;120;NULL;RI;E681 ;150
057512;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;MAGLIANO;NULL;120;NULL;RI;E812 ;150
057513;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;MONTELEONE;NULL;120;NULL;RI;F541 ;150
057514;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;MONTE SAN GIOVANNI.;NULL;120;NULL;RI;F619 ;150
057515;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;MONTOPOLI;NULL;120;NULL;RI;F687 ;150
057516;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;MORRO;NULL;120;NULL;RI;F746 ;150
057517;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;CANEMORTO;NULL;120;NULL;RI;B595 ;150
057518;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;PETRELLA;NULL;120;NULL;RI;G513 ;150
057519;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;POZZAGLIA SABINO;NULL;120;NULL;RI;G951 ;150
057520;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;TORRICELLA;NULL;120;NULL;RI;L293 ;150
057521;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;TORRI;NULL;120;NULL;RI;L286 ;150
057522;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;PETESCIA;NULL;120;NULL;RI;G507 ;150
057523;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;VARCO;NULL;120;NULL;RI;L676 ;150
057524;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SAN BENEDETTO;NULL;100;NULL;PG;C257 ;150
057525;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;CERCHIARA;NULL;120;NULL;RI;C490 ;150
057526;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;MONTE SANTA MARIA;NULL;100;NULL;PG;F630 ;150
057527;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;OLIVETO;NULL;100;NULL;PG;G038 ;150
057528;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;SANT'ELIA;NULL;100;NULL;PG;I323 ;150
057529;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;LUGNANO;NULL;120;NULL;RI;E728 ;150
057530;1880-01-01 00:00:00.000;2009-12-31 00:00:00.000;LUGNANO DI VILLA TROIANA;NULL;120;NULL;RI;E728 ;150
057801;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;BOCCHIGNANO;NULL;120;NULL;RI;A913 ;150
057802;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CASTEL SAN BENEDETTO REATINO;NULL;120;NULL;RI;C257 ;150
057803;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;CERCHIARA IN SABINA;NULL;120;NULL;RI;C490 ;150
057804;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;COLLEBACCARO;NULL;120;NULL;RI;C849 ;150
057805;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;MONTE SANTA MARIA IN SABINA;NULL;120;NULL;RI;F630 ;150
057806;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;OLIVETO IN SABINA;NULL;120;NULL;RI;G038 ;150
057807;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;POGGIO FIDONI;NULL;120;NULL;RI;G759 ;150
057808;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;POSTICCIOLA;NULL;120;NULL;RI;G938 ;150
057809;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;ROCCHETTE;NULL;120;NULL;RI;H469 ;150
057810;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SAN GIOVANNI REATINO;NULL;120;NULL;RI;H925 ;150
057811;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;SANT'ELIA REATINO;NULL;120;NULL;RI;I323 ;150
057812;1880-01-01 00:00:00.000;1989-12-31 00:00:00.000;VAZIA;NULL;120;NULL;RI;E728 ;150
058001;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;AFFILE;NULL;120;107;RM;A062 ;150
058001;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;AFFILE;NULL;120;205;RM;A062 ;150
058002;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;AGOSTA;NULL;120;107;RM;A084 ;150
058002;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;AGOSTA;NULL;120;205;RM;A084 ;150
058003;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ALBANO LAZIALE;NULL;120;108;RM;A132 ;150
058003;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ALBANO LAZIALE;NULL;120;206;RM;A132 ;150
058004;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ALLUMIERE;NULL;120;106;RM;A210 ;150
058004;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ALLUMIERE;NULL;120;204;RM;A210 ;150
058005;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ANGUILLARA SABAZIA;NULL;120;106;RM;A297 ;150
058005;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ANGUILLARA SABAZIA;NULL;120;204;RM;A297 ;150
058006;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ANTICOLI CORRADO;NULL;120;107;RM;A309 ;150
058006;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ANTICOLI CORRADO;NULL;120;205;RM;A309 ;150
058007;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ANZIO;NULL;120;108;RM;A323 ;150
058007;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ANZIO;NULL;120;206;RM;A323 ;150
058008;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ARCINAZZO ROMANO;NULL;120;107;RM;A370 ;150
058008;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ARCINAZZO ROMANO;NULL;120;205;RM;A370 ;150
058009;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ARICCIA;NULL;120;108;RM;A401 ;150
058009;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ARICCIA;NULL;120;206;RM;A401 ;150
058010;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ARSOLI;NULL;120;107;RM;A446 ;150
058010;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ARSOLI;NULL;120;205;RM;A446 ;150
058011;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;ARTENA;NULL;120;107;RM;A449 ;150
058011;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;ARTENA;NULL;120;205;RM;A449 ;150
058012;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BELLEGRA;NULL;120;107;RM;A749 ;150
058012;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BELLEGRA;NULL;120;205;RM;A749 ;150
058013;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;BRACCIANO;NULL;120;106;RM;B114 ;150
058013;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;BRACCIANO;NULL;120;204;RM;B114 ;150
058014;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CAMERATA NUOVA;NULL;120;107;RM;B472 ;150
058014;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAMERATA NUOVA;NULL;120;205;RM;B472 ;150
058015;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CAMPAGNANO DI ROMA;NULL;120;106;RM;B496 ;150
058015;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CAMPAGNANO DI ROMA;NULL;120;204;RM;B496 ;150
058016;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CANALE MONTERANO;NULL;120;106;RM;B576 ;150
058016;2016-01-01 00:00:00.000;2050-01-01 00:00:00.000;CANALE MONTERANO;NULL;120;204;RM;B576 ;150
058017;1880-01-01 00:00:00.000;2015-12-31 00:00:00.000;CANTERANO;NULL;120;107;RM;B635 ;150
